peak_id	direction	cytoband	q_value	residual_q	chrom	start	end	gene
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	C15orf62
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	C15orf56
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	PHGR1
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	LOC723972
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	LOC728758
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	LOC729082
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	GOLGA8F|100132565|2of2
del:15q15.1	del	15q15.1	0.0013833	0.0014077	15	27776739	47478056	FAM7A2
del:13q14.2	del	13q14.2	0.0017967	0.0017967	13	48833767	49064807	RB1
del:13q14.2	del	13q14.2	0.0017967	0.0017967	13	48833767	49064807	LPAR6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-1975
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-548f-4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-671
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-595
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-490
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-335
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-153-2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-183
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-182
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-29b-1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-96
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	hsa-mir-29a
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ABP1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AKR1B1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	BPGM
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	BRAF
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CALD1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CASP2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CDK5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CHRM2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CLCN1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CPA1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CPA2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	DPP6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	EN2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	EPHA1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	EPHB6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	EZH2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GBX1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MNX1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	HTR5A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	INSIG1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KCNH2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KEL
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MEST
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MKLN1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NDUFB2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NOS3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CNOT4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NRF1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PIP
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PODXL
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PRSS1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R38
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PTN
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PTPRN2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	RARRES2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	RHEB
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SHH
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SLC4A2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SMARCD3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SMO
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AKR1D1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SSBP1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TBXAS1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	UBE2H
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	VIPR2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	XRCC2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZYX
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ARHGEF5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF212
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF282
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CUL1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TRIM24
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MGAM
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	DGKI
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ACCN3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PDIA4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	UBE3C
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FAM131B
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FAM115A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	DNAJB6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ABCF2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FASTK
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ABCB8
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PAXIP1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KLHDC10
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SSPO
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NUP205
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AHCYL2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TNPO3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CLEC5A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MKRN1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CNTNAP2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2F1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SLC13A4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	COPG2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TPK1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	DENND2A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF777
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM176B
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	HIPK2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	WDR91
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	REPIN1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ATP6V0A4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CPA4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PRKAG2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZC3HC1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LUC7L2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MRPS33
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NUB1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CHPF2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NCAPG2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CHCHD3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	WDR60
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM140
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM176A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TRPV6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AGK
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TRPV5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZC3HAV1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AKR1B10
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ACTR3B
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KIAA1147
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FAM40B
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ESYT2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF398
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KIAA1549
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MLL3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	EXOC4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GALNT11
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LMBR1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NOM1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PARP12
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CREB3L2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LRRC61
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf49
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF767
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TTC26
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	JHDM1D
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMUB1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SLC37A3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KRBA1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SLC35B4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM209
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR6W1P
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ADCK2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PLXNA4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZC3HAV1L
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC93432
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CPA5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TSGA14
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf29
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TSGA13
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AGAP3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf13
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR9A4
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR9A2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf34
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM139
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	NOBOX
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A14
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR6B1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2F2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF786
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PRSS37
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KLF14
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf45
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	SVOPL
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LRGUK
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ASB10
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TRYX3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	?|136542
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	RNF32
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TRY6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC154761
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CLEC2L
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf55
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC154822
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TMEM213
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP8
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CRYGN
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF425
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	?|155060
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF746
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ATP6V0E2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	RBM33
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GALNTL5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP7
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF467
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC202781
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	C7orf33
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FABP5L3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	UBN2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R39
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R40
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R41
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CNPY1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FLJ40852
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FAM115C
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF775
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ATG9B
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TPI1P2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	MESTIT1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TAS2R60
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CTAGE6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	TSPAN33
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AGBL3
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR6V1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A12
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A1|346528|2of2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	STRA8
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	KLRG2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	WDR86
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GSTK1
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FLJ43663
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	FAM180A
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A25
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A5
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	RAB19
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A7
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC401431
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC407835
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	AKR1B15
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC441294
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A9P|441295|2of2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	OR2A2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ARHGEF35
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	GIMAP6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	WEE2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ZNF862
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	PL-5283
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	ACTR3C
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC728743
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LUZP6
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100124692
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100128542
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	CTAGE4|100128553|2of2
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100128822
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100132707
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100134229
del:7q36.1	del	7q36.1	0.0019786	0.0018758	7	128589505	159138663	LOC100134713
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	hsa-mir-3201
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	hsa-mir-1249
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	hsa-let-7b
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	hsa-let-7a-3
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ACR
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ARSA
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CHKB
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CPT1B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TYMP
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	FBLN1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	PPARA
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MAPK11
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MAPK12
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SBF1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	UPK3A
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	WNT7B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CELSR1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SAPS2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ZBED4
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SCO2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	PKDREJ
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	NUP50
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	RABL2B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	GRAMD4
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MLC1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	C22orf9
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MAPK8IP2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	PLXNB2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	BRD1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ARHGAP8
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TBC1D22A
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ATXN10
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	FAM19A5
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	RIBC2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SMC1B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	NCAPH2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	GTSE1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MOV10L1
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	FAM118A
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TTC38
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	C22orf26
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	MIOX
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TRMU
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	PANX2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CERK
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ALG12
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CRELD2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	ADM2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TRABD
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SELO
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	HDAC10
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	SHANK3
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TUBGCP6
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	LOC90834
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	LMF2
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	PHF21B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	KLHDC7B
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	LOC150381
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	C22orf40
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CN5H6.4
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	TTLL8
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	RPL23AP82
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	C22orf34
del:22q13.31	del	22q13.31	0.0021159	0.0021159	22	45095899	51304566	CHKB-CPT1B
